"_id","title","author","description","price_amount","price_currency","rating_value","rating_count","publication_year","isbn","pages_cnt","publisher","book_cover","source_url"
"ObjectId(""6944eaeae5c85d934a345e20"")","Пророк. Слуга дьявола","Андрей Воронин",,0,"RUB",,,"2004","985-14-0863-8","350","Современный литератор","https://content.img-gorod.ru/pim/products/images/01/c2/0199e927-63a0-7943-a8c1-3254d08201c2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/prorok-sluga-dyavola-2030547"
"ObjectId(""6944eaeae5c85d934a345e21"")","Стажеры","Борис Стругацкий, ","""Стажеры"". ""Самая космическая"" из повестей о мире ""Полдня, ХХII в."". Произведение, которое когда-то стал ""новым словом"" в отечественной фантастике, - да и теперь, давно обретя классический статус, по-прежнему читается взахлеб.Как...",0,"RUB",,,"2009","978-5-17-059043-8","320","АСТ","https://content.img-gorod.ru/pim/products/images/cd/60/0199ed92-0db8-7834-a8cd-f5a695bccd60.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/stazhery-2030542"
"ObjectId(""6944eaeae5c85d934a345e22"")","Джихад Экспансия и закат исламизма",,"Последняя четверть 20-го столетия отмечена неожиданным для многих экспертов выходом на политическую арену радикальных движений, пытавшихся, черпая вдохновение в Коране и Сунне Пророка Мухаммада, создать в мусульманских странах «подлинно исламское» государство и объявлявших «джихад» своим противникам.
.На рубеже 70—80-х годов XX века исламизм, победив в Иране, быстро распространился по всему мусульманскому миру, ставшему ареной соперничества между революционной Исламской Республикой Иран и консервативной Саудовской Аравией.
.В своем новейшем труде Жиль Кепель, один из наиболее авторитетных на Западе специалистов по современному исламу и мусульманскому миру, подводит итог последнему по времени",0,"RUB",,,"2004","586218385X","468","FBR Co., Ltd.","https://content.img-gorod.ru/pim/products/images/21/ba/018ed4fd-3714-75fb-9c39-48d6b31f21ba.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dzhihad-ekspansiya-i-zakat-islamizma-2030535"
"ObjectId(""6944eaebe5c85d934a345e23"")","Танцор у гроба","Джеффри Дивер","Танцор у гроба - так называют опытного наёмного убийцу. Заказчики платят ему огромные деньги - и знают, что работа непременно будет выполнена. Его новый заказ - устранение Перси Клэй, одной из лучших лётчиц Америки, владеющей важной информацией. Срок исполнения заказа - 48 часов. Но заурядное на первый взгляд дело превращается для Танцора в большую проблему, ведь в схватку с ним вступают опытнейший детектив Линкольн Райм и его ученица Амелия Сакс...",0,"RUB",,,,"978-5-17-043146-5","416","АСТ","https://content.img-gorod.ru/pim/products/images/11/78/0199e90a-bbe5-78e2-9deb-6cc7ba361178.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/tancor-u-groba-2139601"
"ObjectId(""6944eaebe5c85d934a345e24"")","Сценарий новогоднего праздника Выпуск 4 (мягк). Кугач А. (Аст)","А. Кугач",,0,"RUB",,,"2009","978-5-7797-0798-5","32","АСТ","https://content.img-gorod.ru/pim/products/images/fe/36/0199ed93-eaa2-7c35-a7e7-e34dee91fe36.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/scenariy-novogodnego-prazdnika-vypusk-4-myagk-kugach-a-ast-2139599"
"ObjectId(""6944eaebe5c85d934a345e25"")","Мир в твоей тарелке с Юлией Ярославской",,"В этой кулинарной книге вы найдете множество советов известной ведущей программы ""Мир в твоей тарелке"" Юлии Ярославской. Автор предлагает несложные рецепты, не требующие много времени на приготовление и специального кухонного оборудования.  Блюда, предлагаемые Юлией Ярославской, готовятся из доступных всем продуктов и очень полезны для здоровья. К тому же вы узнаете много интересной и неожиданной информации о продуктах, которые мы едим каждый день. Уверены, что эта книги станет для вас не только кулинарным справочником, но и увлекательным рассказом о вкусном мире гастрономии.",0,"RUB",,,"2007","978-5-17-045164-7","192","АСТ","https://content.img-gorod.ru/pim/products/images/24/50/0199e8ed-2518-7183-a96b-b0b08c792450.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/mir-v-tvoey-tarelke-s-yuliey-yaroslavskoy-2139597"
"ObjectId(""6944eaebe5c85d934a345e26"")","Все о твоем имени.Дмитрий","Надежда Анохина","С древних времен люди верили, что имя обладает магической силой и может влиять на судьбу человека и его характер. Эти взгляды и сейчас, в XXI веке, имеют множество сторонников, и наверное не без оснований.",0,"RUB",,,"2007","978-985-16-2787-1","64","Харвест","https://content.img-gorod.ru/pim/products/images/b5/5f/0199ed3a-cd3f-7d7b-a02a-79c8430cb55f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vse-o-tvoem-imeni-dmitriy-2139595"
"ObjectId(""6944eaebe5c85d934a345e27"")","Все о твоем имени. Юлия","Надежда Анохина","С древних времен люди верили, что имя обладает магической силой и может влиять на судьбу человека и его характер. Эти взгляды и сейчас, в XXI веке, имеют множество сторонников, и наверное не без оснований.",0,"RUB",,,"2009","978-985-16-2790-1","64","Харвест","https://content.img-gorod.ru/pim/products/images/d8/de/0199ed3a-d28d-7696-b371-73243419d8de.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vse-o-tvoem-imeni-yuliya-2139594"
"ObjectId(""6944eaebe5c85d934a345e28"")","Араб.яз:Уч.пос.""Социальные проблемы""","Ибрагим Ибрагимов"," Предлагаемое пособие по теме ""Социальные проблемы"" позволяет заложить основы знаний по лексике и грамматике арабоязычных текстов, посвященных социальной проблематике. ",0,"RUB",,,"2007","978-5-17-044357-4","256","АСТ","https://content.img-gorod.ru/pim/products/images/50/72/0199ed2a-b1b1-7307-9971-87a951fb5072.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/arab-yaz-uch-pos-socialnye-problemy-2139596"
"ObjectId(""6944eaebe5c85d934a345e29"")","Белая мгла","Кен Фоллетт","Секретная правительственная лаборатория ограблена! Сверхсовременная система сигнализации почему-то не сработала. Лаборант, занимавшийся разработкой вакцины против таинственного вируса, погиб. И похищен контейнер, содержащий смертельный вирус. Кто преступники? Почему подвергают угрозе жизни сотен тысяч людей?! Расследование начинает начальник службы безопасности лаборатории Тони Галло. Пока ее единственная надежда - снежная буря, которая должна хотя бы на время остановить преступников!..
.",0,"RUB",,,,"978-5-17-044274-4","352","АСТ","https://content.img-gorod.ru/pim/products/images/ad/b2/0199ed2d-543f-728d-a495-ff4ffc7badb2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/belaya-mgla-2139593"
"ObjectId(""6944eaebe5c85d934a345e2a"")","Весенний скандал","Лиза Клейпас","Целых три сезона на лондонской ""ярмарке невест"" — и ни одного достойного кандидата в супруги!Позор для Дейзи Боумен и ее семьи !Чтобы исправить положение, отец Дейзи намерен самолично отыскать мужа для дочери.Но какая себя уважающая девушка вступит в брак с отчаянным Мэтью Свифтом, о бешенном нраве которого ходят легенды?Дейзи в ужасе от предстоящей свадьбы!Однако первая же встреча с женихом рассеяла все страхи. Ведь ""дикарь и варвар"" Мэтью в действительности - смелый и сильный мужчина, не искушенный в светск нравах, но хорошо представляющий, как сделать женщину счастливой…",0,"RUB",,,,"978-5-17-044893-7","320","АСТ","https://content.img-gorod.ru/pim/products/images/86/01/0199edb2-7b50-7ab9-9b71-6073aa088601.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vesenniy-skandal-2139592"
"ObjectId(""6944eaebe5c85d934a345e2b"")","Я скоро стану мамой: Книга о гармоничной беременности и родах","Татьяна Аптулаева","Каждая будущая мама мечтает о том, чтобы у неё родился красивый и здоровый малыш. А для этого нужно, чтобы месяцы ожидания стали для вас самыми спокойными и счастливыми. Книга ""Я скоро стану мамой!"" ответит на самые волнующие вопросы каждой будущей мамы. Как подготовиться к беременности, что происходит с организмом в эти девять месяцев, как развивается ваш будущий малыш, как правильно питаться, чтобы не набрать лишний вес и дать ребёнку все ценные вещества. На все ваши вопросы даст ответ эта книга.",0,"RUB",,,"2011","978-5-17-044371-0","544","АСТ","https://content.img-gorod.ru/pim/products/images/47/d5/0199e8e4-f5a7-71de-b404-4671cdf247d5.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/ya-skoro-stanu-mamoy-kniga-o-garmonichnoy-beremennosti-i-rodah-2139589"
"ObjectId(""6944eaebe5c85d934a345e2c"")","Русско-английский и англо-русский ситуативный словарь","Марк Дубровин","Данный словарь предназначен для учащихся общеобразовательных учреждений, школ с углубленным изучением английского языка, а также для широкого круга лиц, изучающих английский язык. Задача словаря - расширить запас английской лексики и помочь учащимся лучше овладеть разговорным английским. 
.Словарь составлен по тематическому принципу и охватывает 100 тем.",0,"RUB",,,"2009","978-5-17-042144-2","272","АСТ","https://content.img-gorod.ru/pim/products/images/06/79/0199e901-9ef0-7deb-b217-81978abf0679.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/russko-angliyskiy-i-anglo-russkiy-situativnyy-slovar-2139586"
"ObjectId(""6944eaebe5c85d934a345e2d"")","Питание по гликемическому коду, или глик-диеталя тех, кому некогда","Марион Гриллпарцер","Вы хотите питаться здоровой пищей и сбросить вес, но вам не хватает времени? Это ошибка. Откройте лучшие советы и рецепты для занятых - от яблочного компота с медовым творогом до ГЛИК-колбаски карри, а также многих основных блюд с ГЛИК-гарантией. Их быстро готовить и удобно брать с собой на работу, а в результате вес падает, настроение поднимается.
.",0,"RUB",,,"2007","978-5-17-043772-6","64","АСТ","https://content.img-gorod.ru/pim/products/images/a3/4a/0199e8f7-7c40-7acf-bc35-3af0093da34a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/pitanie-po-glikemicheskomu-kodu-ili-glik-dietalya-teh-komu-nekogda-2139587"
"ObjectId(""6944eaebe5c85d934a345e2e"")","Элементарный японский.100 слов: Учебное пособие","Джейн Уайтуик","Учебное пособие для начинающих поможет овладеть основами письма и чтения на японском языке в кратчайшие сроки. Рассчитано на любой возраст.
.",0,"RUB",,,"2007","978-5-17-046187-5","64","АСТ","https://content.img-gorod.ru/pim/products/images/88/53/0199eda2-bbd4-72c8-83bb-c403e0cc8853.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/elementarnyy-yaponskiy-100-slov-uchebnoe-posobie-2139585"
"ObjectId(""6944eaebe5c85d934a345e2f"")","Загадки любви","Эдвард Радзинский","В издание вошли произведения Эдварда Радзинского, посвященные вечной теме любви
.",0,"RUB",,,"2007","978-5-17-047160-7","448","АСТ","https://content.img-gorod.ru/pim/products/images/7e/f8/0199e8dd-09ed-770c-a7b1-1e7f63ae7ef8.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zagadki-lyubvi-2139581"
"ObjectId(""6944eaebe5c85d934a345e30"")","Я скоро стану мамой","Татьяна Аптулаева","  Вы мечтаете о том, чтобы у вас родился очаровательный здоровый малыш! ",0,"RUB",,,"2007","978-5-9757-0139-8","464","АСТ","https://content.img-gorod.ru/pim/products/images/4c/13/0199e92d-7223-72aa-82be-dd3a9e9b4c13.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/ya-skoro-stanu-mamoy-2139584"
"ObjectId(""6944eaebe5c85d934a345e31"")","Цитадель","Александр Прозоров","Они всего лишь хотели сыграть в ролевую игру. Воссоздать великую битву далекого прошлого. Но - что-то случилось.
.
.Прошлое само настигло их и стало реальностью. Вихри времени забросили людей нашего столетия в кровавую эпоху царя Ивана Грозного. В страшные времена опричнины и бесконечных войн с Ливонским орденом. Здесь надо уметь сражаться. Здесь надо учиться выживать...
.",0,"RUB",,,"2007","978-5-17-047493-6","384","АСТ","https://content.img-gorod.ru/pim/products/images/15/46/0199e911-b5a4-7771-b413-5ce32a071546.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/citadel-2139578"
"ObjectId(""6944eaebe5c85d934a345e32"")","Демон войны Кровь и порох (мягк). Воронин А. (Аст)","Андрей Воронин","В очередной раз майор Леонов плюнет смерти в лицо. Словно загнанный зверь, он ловко уходит от преследования и вычисляет настоящего оборотня, за спиной которого сотни невинных жертв. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.",0,"RUB",,,"2007","978-985-14-1413-6","352","Харвест","https://content.img-gorod.ru/pim/products/images/75/33/0199e91e-d7c8-7b83-a821-17e47bea7533.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/demon-voyny-krov-i-poroh-myagk-voronin-a-ast-2139588"
"ObjectId(""6944eaebe5c85d934a345e33"")","Презумпция невиновности","Скотт Туроу","Прокурор Расти Сэбич завел служебный роман с хорошенькой помощницей Кэролайн.  Обычная связь?  Теперь Расти - подозреваемый номер один в деле об убийстве своей любовницы.  Против него - все: обстоятельства, улики, отсутствие алиби.  И единственный, кто в силах помочь ему доказать свою невиновность и найти истинного убийцу Кэролайн, - талантливый адвокат, умеющий совершать невозможное!  Читайте международный бестселлер, который лег в основу сценария одноименного голливудского блокбастера с Харрисоном Фордом, Брайаном Деннехи и Гретой Скакки в главных ролях.",0,"RUB",,,,"978-5-17-040505-3","384","АСТ","https://content.img-gorod.ru/pim/products/images/45/10/0199e8fb-6128-731f-b67a-3c59b9cd4510.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/prezumpciya-nevinovnosti-2139573"
"ObjectId(""6944eaece5c85d934a345e34"")","Пробить камень","Фридрих Незнанский","Едва не погибший от взрыва в детском доме Александр Турецкий лежит в госпитале, но жаждет действия. Он предлагает своему шефу, заместителю генпрокурора Меркулову, разыскать бывшего ""солдата удачи"" Плетнева, воевавшего в Анголе, который может подсказать происхождение и значение амулета, найденного после взрыва на куртке Турецкого. В этом Меркулову помогает жена Турецкого. Плетнев неофициально включается в расследование, но неожиданно Меркулова отстраняют от дела: оказывается, он привлек к расследованию ""оборотня в погонах"".
.
.",0,"RUB",,,"2007","978-5-17-047876-7","320","АСТ","https://content.img-gorod.ru/pim/products/images/35/6a/0199ed7e-f424-7264-b3dd-8f24ac21356a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/probit-kamen-2139574"
"ObjectId(""6944eaece5c85d934a345e35"")","Экспресс-курс игры на гитаре","Юрий Лихачев","Страшно взять в руки Инструмент? У вас есть голос, но рядом так редко оказывается достойный аккомпаниатор? Хочется петь и играть новые популярные песни? Не хватает времени выучить больше, чем ""три аккорда""? Значит, эта книга написана для вас. Этот самоучитель для тех, кто не собирается посвящать жизнь сцене, но хочет блистать в компании друзей. Для тех, кто убежден, что гораздо эффектнее с гитарой в руках выглядит человек, владеющий техникой игры. А если вы чувствуете в себе талант барда, хотите придумывать и подбирать популярные песни, гитара и эта книга станут вашими самыми верными помощниками и первыми ""ступеньками"" к признанию и раскрытию таланта.
.",0,"RUB",,,"2008","978-5-17-044737-4","224","АСТ","https://content.img-gorod.ru/pim/products/images/88/14/0199e914-1e82-793e-abd4-0be5b57c8814.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/ekspress-kurs-igry-na-gitare-2139572"
"ObjectId(""6944eaece5c85d934a345e36"")","Посланник","Александр Прозоров","Воссоздать великую битву далекого прошлого. Но - что-то случилось. Прошлое само настигло их и стало реальностью. Вихри времени забросили людей нашего столетия в кровавую эпоху царя Ивана Грозного. В страшные времена опричнины и бесконечных войн с Ливонским орденом. Здесь надо уметь сражаться. Здесь надо учиться выживать...
.",0,"RUB",,,"2007","978-5-17-047492-9","384","АСТ","https://content.img-gorod.ru/pim/products/images/ba/a9/0199e8f9-e0d0-74aa-9d6b-b8cff428baa9.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/poslannik-2139571"
"ObjectId(""6944eaece5c85d934a345e37"")","Распутин. Жизнь и смерть","Эдвард Радзинский","Личность простого сибирского мужика Григория Распутина, оказавшего сильное влияние на жизнь семьи последнего русского царя Николая II, привлекает внимание исследователей истории уже более века. Книга Эдварда Радзинского - одна из попыток рассмотреть необычные обстоятельства жизни и смерти этого человека.
.И опять мерещится все та же ночь - финал истории трехсотлетней империи в грязном подвале. И опять падает навзничь царь, и две девочки стоят на коленях у стены, закрывшись руками от пуль, и комендант Юровский вбегает в пороховой дым дострелить ползающего по полу мальчика... Только теперь в этом дыму я вижу еще и бородатого мужика, который столько сделал, для того чтобы случился этот подвал! ",0,"RUB","1.0",,"2011","978-5-17-073259-3","576","АСТ","https://content.img-gorod.ru/pim/products/images/1c/4b/0199e8ff-1fda-7f57-b3c0-f5643cb71c4b.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/rasputin-zhizn-i-smert-2139583"
"ObjectId(""6944eaece5c85d934a345e38"")","Дневник Луизы Ложкиной","Катя Метелица","Человек ведет дневник и никому его не показывает. И каждый знает, что читать чужой дневник нехорошо. Так то – чужой! А Луиза Ложкина уже давно знакома и любима тысячами москвичей – читателями популярного еженедельника «Большой город». Имя автора специально не указывалось, и большинство читателей считали, что Луиза Ложкина – реальное лицо; москвичка, черный квартирный маклер, мама маленького Тимофея, смешное и нелепое существо…Рано или поздно нужно было признаться – alter ego Луизы Ложкиной зовут Катя Метелица. Перед вами не обычный роман, а остроумные и трогательные, ироничные и забавные по-настоящему дневниковые записи молодой современной женщины. Ложкина - совершенно обыкновенная, типичная",0,"RUB",,,"2007","978-5-480-00145-7","416","ИЗД-ВО ""ЭТЕРНА""","https://content.img-gorod.ru/pim/products/images/73/82/0199e8d9-b32d-7169-bd0a-b0118e3f7382.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dnevnik-luizy-lozhkinoy-2139577"
"ObjectId(""6944eaece5c85d934a345e39"")","Чужестранка в гареме","Патриция Грассо","Прекрасная англичанка Хедер Деверо, отплывая во Францию, где ей предстояло вступить в брак с богатым аристократом, и помыслить не могла, что станет пленницей работорговцев. Однако теперь Хедер оказалась в гареме знаменитого своей храбростью турецкого принца Халид-бека - безжалостного с врагами и обольстительно-нежного с женщинами. Халид-бек в любой момент мог взять прелестную чужестранку силой, но ему нужно не только тело Хедер - он жаждет завоевать и сердце ее, и душу...
.",0,"RUB",,,,"978-5-17-045925-4","320","АСТ","https://content.img-gorod.ru/pim/products/images/77/f6/0199e913-4ace-79e4-a01a-4b459f4d77f6.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/chuzhestranka-v-gareme-2139576"
"ObjectId(""6944eba7765021cd3de2d634"")","Диагностика, дифференциальная диагностика и лечение детских инфекций (справочник). Издание 3-е дополненное и переработанное","Владимир Тимченко","Инфекционные заболевания в настоящее время остаются ведущей патологией детского возраста. Именно инфекции являются основной причиной летальных исходов у детей, в первую очередь, раннего возраста, а также инвалидизации и других неблагоприятных исходов.
.Одной из наиболее сложных проблем детской инфектологии является диагностика, дифференциальная диагностика и лечение инфекционных заболеваний.
.
.Большое внимание уделено полноценному питанию. Включение в рацион питания биологически активных добавок (БАД), восполняющих в организме недостаток витаминов, минеральных компонентов и биологически активных веществ, способствует поддержанию функциональной активности органов и систем, повышению неспециф",0,"RUB",,,"2010","593979100X","384","ЭЛБИ","https://content.img-gorod.ru/pim/products/images/0d/bb/018ed4fd-eb16-7810-a169-bb7018460dbb.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/diagnostika-differencialnaya-diagnostika-i-lechenie-detskih-infekciy-spravochnik-izdanie-3-e-dopolnennoe-i-pererabotannoe-2030990"
"ObjectId(""6944eba7765021cd3de2d635"")","Мертвые души. Повести","Николай Гоголь","Николай Васильевич Гоголь (1809-1852) — великий русский писатель, создатель особого, неповторимого стиля в литературе. Талант Гоголя проявляется во всех его произведениях по-разному — то поражает читателя богатством языка и украинским колоритом, как в ""Вечерах на хуторе близ Диканьки"", то увлекает фантастикой петербургских повестей, то вызывает смех, как в ""Ревизоре"" и ""Мертвых душах"".",0,"RUB","4.3","9","2017","978-5-699-48580-2","768","Эксмо","https://content.img-gorod.ru/pim/products/images/d5/e4/0199ece7-b076-7179-83c5-48437455d5e4.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/mertvye-dushi-povesti-2031009"
"ObjectId(""6944eba7765021cd3de2d636"")","""История живописи всех времен и народов"". Современное написание. Т.4","Александр Бенуа","Личность Александра Николаевича Бенуа поражает своим масштабом. Впервые в истории русской эстетической мысли им была обоснована национальная самобытность международные связи русского искусства нового времени. ""История живописи всех времен и народов"" - пожалуй, самая значительная работа А.Н.Бенуа по истории мирового искусства. Вышедшая в свет в 1912-1917 годах, книга эта впервые издается в послереволюционный период. В настоящем издании предлагается полный текст `Истории живописи всех времен и народов`, переведенный на современный алфавит и орфографию и таким образом впервые ставший доступным читателю XXI века. 4-й том этой книги по-своему уникален. Каждый из трех предыдущих томов состоял из ш",0,"RUB",,,"2004","5765439888","448","Нева","https://content.img-gorod.ru/pim/products/images/ea/c2/018ed4fd-dd92-7188-bc22-a8695616eac2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/istoriya-zhivopisi-vseh-vremen-i-narodov-sovremennoe-napisanie-t-4-2030946"
"ObjectId(""6944eba8765021cd3de2d637"")","Диалоги с Иосифом Бродским","Соломон Волков","Диалоги с Бродским - книга для русской литературной культуры уникальная. Она содержит гигантское количество фактического материала, это откровенный вызов будущим исследователям.",0,"RUB",,,"2007","978-5-699-08032-8","640","Эксмо","https://content.img-gorod.ru/pim/products/images/98/92/0199e8a5-8510-7686-9d83-2d4e734e9892.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dialogi-s-iosifom-brodskim-2030938"
"ObjectId(""6944ebab765021cd3de2d638"")","Гендерная психология: Учебное пособие","Татьяна Бендас","В учебном пособии представлена новая отрасль психологической науки - гендерная психология. По разным проявлениям психики и поведения сравниваются девочки и мальчики, женщины и мужчины. Используются материалы многочисленных отечественных и...",0,"RUB","4.3",,"2018","978-5-496-02072-5","432","Питер","https://content.img-gorod.ru/pim/products/images/4d/f0/01907c7b-4f80-70d5-874a-f84abeb84df0.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/gendernaya-psihologiya-uchebnoe-posobie-2030829"
"ObjectId(""6944ebab765021cd3de2d639"")","Практические занятия по математике: Учебное пособие. 10 -е изд.","Николай Богомолов","Настоящее пособие представляет собой руководство к решению задач по всем разделам программы по математике для техникумов на базе неполной и полной средней школы.",0,"RUB",,,"2008","5060039404","495","Высшая школа","https://content.img-gorod.ru/pim/products/images/a5/8d/018ed4fd-9c27-767e-b04f-83774645a58d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/prakticheskie-zanyatiya-po-matematike-uchebnoe-posobie-10-e-izd-2030796"
"ObjectId(""6944ebab765021cd3de2d63a"")","Индуизм: творящие ритмы","Маргарита Альбедиль","Индуизм, традиционную религию Индии, одну из древнейших в мире, - называют ""парламентом религий"". Многими своими чертами он разительно отличается от привычного нам христианства. В самом деле, индуизм представляет собой пеструю и причудливую смесь разнообразных верований, мифов, ритуалов, теологических построений, философских прозрений, социальных предписаний, поведенческих нормативов и многого другого. Эта смесь на первый взгляд кажется хаотичной, но она объединена в нерасторжимое органическое целое глубинными смысловыми связями.Индуизм не теряет своей культуротворящей энергии уже не одно тысячелетие, удовлетворяя нужды огромного числа людей - от столичного высокообразованного ученого-пандит",0,"RUB",,,"2004","5-352-00945-9","256","Азбука","https://content.img-gorod.ru/pim/products/images/33/80/018ed4fd-9818-7b2e-bb90-9d1cfe9d3380.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/induizm-tvoryashchie-ritmy-2030783"
"ObjectId(""6944ebac765021cd3de2d63b"")","Класс","Татьяна и Олег Алексеенковы","Многомиллионные сделки, роскошные женщины, мощные машины... Как сложно добиться всего этого и как легко потерять, когда криминальные структуры берут тебя на прицел! Кто сможет остановить беспредельщиков? Об этом вы узнаете из боевика Татьяны и Олега Алексеенковых «Класс». Со времен Бушкова и Марининой вы не читали ничего подобного!",0,"RUB",,,"2004","5-352-00986-6","352","Азбука","https://content.img-gorod.ru/pim/products/images/50/04/018ed4fd-96ba-7e56-879e-211b0c065004.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/klass-2030780"
"ObjectId(""6944ebac765021cd3de2d63c"")","Фонд","Татьяна и Олег Алексеенковы","Когда меньше всего ждешь, в нашу жизнь вмешивается «Его величество случай» и своевольно диктует свои законы развития событий. И тогда понимаешь, что уже нельзя просто плыть по течению, что нужно бороться и выживать ради тех, кого любишь, не обращая внимания на слабую, предательскую мысль — спасать себя, и только себя... Книги Татьяны и Олега Алексеенковых — это не просто детективы. Это остросюжетные романы, в которых интрига выстроена по всем правилам, а действия героев порой непредсказуемы и чреваты неожиданными последствиями. Впрочем, они не виноваты в том, что не желают становиться пешками в чужой политической игре, даже если одна из играющих сторон — вездесущее КГБ или испанская мафия. Ж",0,"RUB",,,"2004","5-352-00985-8","480","Азбука","https://content.img-gorod.ru/pim/products/images/29/26/018ed4fd-9757-79b9-b5f8-966493a22926.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/fond-2030781"
"ObjectId(""6944ebac765021cd3de2d63d"")","Стена","Жан Сартр","Жан-Поль Сартр - без этого имени немыслимо представить себе историю французской философии и литературы XX века. Мир и по сей день продолжает зачитываться его произведениями. Сам же автор в 1964 году отказался от Нобелевской премии в области...",0,"RUB",,,"2004","5-352-00999-8","224","Азбука","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/stena-2030777"
"ObjectId(""6944ebac765021cd3de2d63e"")","Афоризмы житейской мудрости","Артур Шопенгауэр","«Афоризмы житейской мудрости» А. Шопенгауэра — одно из наиболее значительных и популярных этических произведений в новоевропейской философии. Опирающийся на основное сочинение Шопенгауэра «Мир как воля и представление», этот трактат дает яркую и целостную картину философского восприятия жизни, с его отношением к воспитанию, долгу, судьбе, одиночеству.",0,"RUB",,,"2013","978-5-352-01033-4","256","Азбука","https://content.img-gorod.ru/pim/products/images/70/8d/018f5d01-f3ba-767e-af2b-15c45b7d708d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/aforizmy-zhiteyskoy-mudrosti-2030776"
"ObjectId(""6944ebac765021cd3de2d63f"")","Пушкинский дом","Андрей Битов","Роман «Пушкинский дом» был закончен А. Битовым в 1971 году. Впервые издан в США в 1978 году. К 1989 году вышло первое издание в России. «Пушкинский дом» называют «эпохальной книгой», «текстом... который равноценен самым большим романам XX века».",0,"RUB",,,"2004","5-352-01068-6","512","Азбука","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/pushkinskiy-dom-2030778"
"ObjectId(""6944ebac765021cd3de2d640"")","Заколдованное кресло: Роман","Гастон Леру","Роман признанного мастера детективного жанра Гастона Леру ""Заколдованное кресло"" стоит в его наследии несколько особняком, поскольку написан с большим юмором и весьма иронично. В некотором смысле это ""черная"" детективная комедия с динамичным и...",0,"RUB",,,"2010","978-5-352-01011-2","224","Азбука","https://content.img-gorod.ru/pim/products/images/81/97/018ed4fd-93f8-7d1b-9912-349a7a588197.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zakoldovannoe-kreslo-roman-2030775"
